prompt,label
Peux-tu me dire l'objectif en détail,Question
Est-ce que tu peux afficher les valeurs financières clairement,Valeur
Serait-il possible de me montrer la structure brièvement,Structure
Peux-tu me donner le chiffre d'affaires clairement,Valeur
Je souhaite fournir les dépenses totales sans oublier les points clés,Valeur
Peux-tu extraire les points clés clairement,Résumé
Serait-il possible de résumer ce document avec précision,Résumé
Je souhaite indiquer l'auteur clairement,Question
Je souhaite présenter l'organisation sans oublier les points clés,Structure
Merci de me montrer la structure avec précision,Structure
Est-ce que tu peux extraire les points clés rapidement,Résumé
Je voudrais traduire le texte de façon synthétique,Autre
Merci de ouvrir dans word rapidement,Autre
J'aimerais bien imprimer le fichier,Autre
Pourrais-tu extraire les figures avec précision,Image
Je souhaite donner les chiffres importants s'il te plaît,Valeur
J'aimerais bien donner un aperçu général brièvement,Résumé
J'aimerais bien récapituler le document clairement,Résumé
Est-ce possible de me donner le chiffre d'affaires avec précision,Valeur
Est-ce possible de synthétiser le contenu,Résumé
Est-ce que tu peux indiquer les montants brièvement,Valeur
Est-ce que tu peux fournir les dépenses totales en quelques mots,Valeur
Est-ce que tu peux synthétiser le contenu en détail,Résumé
Peux-tu synthétiser le contenu avec précision,Résumé
J'aimerais bien lister les sections en détail,Structure
Est-ce possible de donner les chiffres importants rapidement,Valeur
J'aimerais bien résumer ce document en quelques mots,Résumé
Est-ce possible de expliquer les résultats,Question
Je souhaite me faire un résumé avec précision,Résumé
Peux-tu fournir les dépenses totales clairement,Valeur
Je voudrais me donner le chiffre d'affaires brièvement,Valeur
J'aimerais bien afficher les valeurs financières clairement,Valeur
J'aimerais bien expliquer la structure du document en détail,Structure
Je voudrais indiquer l'auteur brièvement,Question
Merci de me montrer la structure rapidement,Structure
Peux-tu traduire le texte en détail,Autre
Donne-moi me montrer la structure en détail,Structure
Je voudrais répondre à la question sur le projet clairement,Question
Est-ce que tu peux donner la date du document s'il te plaît,Question
Est-ce possible de convertir ce fichier clairement,Autre
Est-ce que tu peux me montrer la structure sans oublier les points clés,Structure
Donne-moi lister les sections rapidement,Structure
Je voudrais expliquer la structure du document,Structure
Merci de indiquer les montants brièvement,Valeur
Donne-moi afficher les valeurs financières clairement,Valeur
J'aimerais bien indiquer les montants avec précision,Valeur
Est-ce que tu peux me montrer les images sans oublier les points clés,Image
J'aimerais bien me montrer la structure de façon synthétique,Structure
Je souhaite me dire l'objectif brièvement,Question
J'aimerais bien indiquer les montants clairement,Valeur
Est-ce possible de donner les chiffres importants en détail,Valeur
Merci de convertir ce fichier clairement,Autre
Est-ce possible de donner un aperçu général rapidement,Résumé
Peux-tu indiquer l'auteur en quelques mots,Question
Pourrais-tu expliquer la structure du document en détail,Structure
Je souhaite donner la table des matières rapidement,Structure
Je souhaite ouvrir dans word rapidement,Autre
Je souhaite présenter l'organisation brièvement,Structure
Donne-moi donner un aperçu général sans oublier les points clés,Résumé
Serait-il possible de partager par mail en quelques mots,Autre
J'aimerais bien identifier les visuels de façon synthétique,Image
Je souhaite indiquer les montants sans oublier les points clés,Valeur
J'aimerais bien fournir les dépenses totales brièvement,Valeur
J'aimerais bien donner les descriptions d'image de façon synthétique,Image
Serait-il possible de expliquer les résultats brièvement,Question
Est-ce possible de ouvrir dans word en quelques mots,Autre
Pourrais-tu expliquer les résultats,Question
Pourrais-tu partager par mail rapidement,Autre
Merci de extraire les figures avec précision,Image
Serait-il possible de donner les chiffres importants clairement,Valeur
Peux-tu afficher les valeurs financières clairement,Valeur
Serait-il possible de extraire les figures s'il te plaît,Image
Je souhaite ouvrir dans word de façon synthétique,Autre
Est-ce possible de indiquer le plan en détail,Structure
Je souhaite lister les sections en quelques mots,Structure
Est-ce que tu peux donner les chiffres importants en détail,Valeur
Je souhaite indiquer l'auteur en quelques mots,Question
Pourrais-tu me faire un résumé rapidement,Résumé
Peux-tu donner un aperçu général brièvement,Résumé
Merci de lister les graphiques brièvement,Image
Serait-il possible de synthétiser le contenu sans oublier les points clés,Résumé
Est-ce que tu peux me montrer les images brièvement,Image
Je voudrais convertir ce fichier s'il te plaît,Autre
Est-ce possible de donner la table des matières en détail,Structure
Est-ce possible de me faire un résumé sans oublier les points clés,Résumé
Pourrais-tu extraire les points clés en quelques mots,Résumé
Est-ce possible de ouvrir dans word clairement,Autre
Est-ce que tu peux indiquer l'auteur s'il te plaît,Question
Donne-moi résumer ce document,Résumé
Est-ce que tu peux expliquer la structure du document brièvement,Structure
Je souhaite montrer le budget en quelques mots,Valeur
Pourrais-tu me montrer la structure en détail,Structure
Je voudrais me dire l'objectif de façon synthétique,Question
Je souhaite traduire le texte en détail,Autre
Donne-moi ouvrir dans word s'il te plaît,Autre
Je souhaite afficher les éléments visuels avec précision,Image
Serait-il possible de me faire un résumé,Résumé
Merci de fournir les dépenses totales brièvement,Valeur
Peux-tu récapituler le document en détail,Résumé
Donne-moi récapituler le document clairement,Résumé
Pourrais-tu identifier les visuels rapidement,Image
Donne-moi télécharger le document sans oublier les points clés,Autre
Peux-tu me dire l'objectif en détail,Question
J'aimerais bien télécharger le document clairement,Autre
J'aimerais bien télécharger le document en détail,Autre
Donne-moi ouvrir dans word s'il te plaît,Autre
Pourrais-tu me faire un résumé avec précision,Résumé
Je voudrais imprimer le fichier s'il te plaît,Autre
J'aimerais bien lister les graphiques sans oublier les points clés,Image
J'aimerais bien donner la date du document brièvement,Question
Je voudrais extraire les figures avec précision,Image
Est-ce possible de me montrer les images en quelques mots,Image
Merci de résumer ce document en quelques mots,Résumé
Je souhaite traduire le texte s'il te plaît,Autre
Pourrais-tu présenter l'organisation clairement,Structure
Je souhaite indiquer le plan en quelques mots,Structure
Merci de résumer ce document sans oublier les points clés,Résumé
Pourrais-tu me dire qui est le responsable en détail,Question
Je voudrais afficher les éléments visuels rapidement,Image
J'aimerais bien donner les descriptions d'image,Image
Peux-tu donner la date du document clairement,Question
Donne-moi extraire les points clés en détail,Résumé
Est-ce possible de me montrer la structure avec précision,Structure
Est-ce que tu peux imprimer le fichier brièvement,Autre
Donne-moi donner les descriptions d'image en détail,Image
J'aimerais bien me faire un résumé avec précision,Résumé
Peux-tu donner la date du document,Question
Serait-il possible de me montrer les images s'il te plaît,Image
Serait-il possible de présenter l'organisation en détail,Structure
Merci de donner un aperçu général clairement,Résumé
Je souhaite montrer le budget avec précision,Valeur
J'aimerais bien indiquer le plan sans oublier les points clés,Structure
Serait-il possible de donner un aperçu général clairement,Résumé
Je souhaite synthétiser le contenu en détail,Résumé
Merci de donner les chiffres importants,Valeur
Pourrais-tu fournir les dépenses totales,Valeur
J'aimerais bien fournir les dépenses totales rapidement,Valeur
Serait-il possible de fournir les dépenses totales brièvement,Valeur
Est-ce que tu peux télécharger le document sans oublier les points clés,Autre
Est-ce possible de présenter l'organisation avec précision,Structure
Je voudrais partager par mail sans oublier les points clés,Autre
Je souhaite me dire l'objectif clairement,Question
Je souhaite donner la date du document,Question
Pourrais-tu me montrer la structure sans oublier les points clés,Structure
Je souhaite afficher les valeurs financières s'il te plaît,Valeur
Peux-tu me montrer la structure de façon synthétique,Structure
Merci de indiquer l'auteur de façon synthétique,Question
Est-ce que tu peux indiquer les montants rapidement,Valeur
Pourrais-tu identifier les visuels clairement,Image
J'aimerais bien partager par mail brièvement,Autre
Donne-moi me montrer la structure avec précision,Structure
Est-ce possible de donner les chiffres importants clairement,Valeur
J'aimerais bien télécharger le document s'il te plaît,Autre
Pourrais-tu expliquer les résultats rapidement,Question
J'aimerais bien partager par mail en quelques mots,Autre
Je souhaite montrer le budget en détail,Valeur
Je voudrais indiquer l'auteur brièvement,Question
Donne-moi donner la table des matières s'il te plaît,Structure
Je souhaite me donner le chiffre d'affaires en détail,Valeur
Est-ce possible de résumer ce document s'il te plaît,Résumé
Pourrais-tu me dire l'objectif de façon synthétique,Question
Est-ce que tu peux me montrer les images de façon synthétique,Image
Est-ce que tu peux expliquer la structure du document en quelques mots,Structure
Serait-il possible de donner la date du document avec précision,Question
Peux-tu convertir ce fichier avec précision,Autre
Je voudrais expliquer la structure du document brièvement,Structure
Pourrais-tu indiquer le plan clairement,Structure
